"Table 1. Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Samar,251.15,109.35,123.23,139.43,153.45,155.59,183.18,202.09,238.45,354.7,851.77,261.33,124.38,143.92,166.16,176.84,194.02,206.55,218.9,246.35,362.37,773.08,296.49,140.81,171.01,190.09,221.07,229.6,253.27,271.86,317.04,410.21,757.28,4.1,13.8,16.8,19.2,15.2,24.7,12.8,8.3,3.3,2.2,-9.2,13.5,13.2,18.8,14.4,25,18.3,22.6,24.2,28.7,13.2,-2
Samar (Western Samar),208.98,99.88,125.08,135.81,134.69,139.64,159.49,193.97,195.13,305.61,599.83,226.48,94.5,119.35,133.54,150.12,162.87,170.08,192.94,230.39,290.71,719.08,231.43,112.39,133.66,145.3,165.46,167.61,176.12,190.69,222.13,302.86,697.2,8.4,-5.4,-4.6,-1.7,11.5,16.6,6.6,-0.5,18.1,-4.9,19.9,2.2,18.9,12,8.8,10.2,2.9,3.6,-1.2,-3.6,4.2,-3
Southern Leyte,222.74,108.74,129.88,145.25,151.49,151.28,172.02,187.15,232.79,320.73,627.18,248.87,118.52,139.65,158.11,172.51,175,193.65,213.66,273.31,359.43,682.8,303.51,173.57,177.41,207.04,209.28,224.15,228.49,263.85,314.36,420.25,814.8,11.7,9,7.5,8.9,13.9,15.7,12.6,14.2,17.4,12.1,8.9,22,46.4,27,31,21.3,28.1,18,23.5,15,16.9,19.3
Biliran,265.9,121.45,148.69,152.56,154.29,170.56,180.7,213.87,249.91,371.87,896.52,283.47,112.08,137.77,159.66,156.07,182.28,201.98,228,278.04,461.89,915.24,307.11,157.29,183.43,189.7,203.72,216.78,217.86,237.52,300.08,449.03,912.29,6.6,-7.7,-7.4,4.7,1.2,6.9,11.8,6.6,11.3,24.2,2.1,8.3,40.3,33.1,18.8,30.5,18.9,7.9,4.2,7.9,-2.8,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION IX - ZAMBOANGA PENINSULA,227.8,97.1,118.29,134.57,142.23,153.69,174.35,197.67,224.9,329.22,705.65,238.56,98.79,122.84,143.56,152.34,170.69,187.59,203.93,244.73,330.81,729.98,257.14,117.37,143.27,160.99,173.12,192.22,209.69,232.91,263.43,338.14,739.66,4.7,1.7,3.9,6.7,7.1,11.1,7.6,3.2,8.8,0.5,3.5,7.8,18.8,16.6,12.1,13.6,12.6,11.8,14.2,7.6,2.2,1.3
Zamboanga Del Norte,201.07,90.36,111.05,117.65,128.14,137.95,144.84,172.42,199.74,285.55,623.45,218.83,98.38,118.14,131.5,138.16,148.46,154.91,169.42,208.54,302.54,715.29,237.56,128.39,137.52,158.4,166.56,173.36,183.61,195.29,224.53,278.83,726.91,8.8,8.9,6.4,11.8,7.8,7.6,7,-1.7,4.4,6,14.7,8.6,30.5,16.4,20.5,20.6,16.8,18.5,15.3,7.7,-7.8,1.6
Zamboanga Del Sur (Excluding City of Zamboanga),187.54,90.47,111.19,118.25,131.98,130.46,140.82,156.82,180.02,245.68,570.63,226.94,91.35,108.44,129.29,142.22,149.1,175.41,192.68,222.3,326.4,729.25,231.55,90.81,119.86,135.68,136.96,155,174.41,185.5,219.05,334.35,760.72,21,1,-2.5,9.3,7.8,14.3,24.6,22.9,23.5,32.9,27.8,2,-0.6,10.5,5,-3.7,4,-0.6,-3.7,-1.5,2.4,4.3
City of Zamboanga,302.84,173.02,180.99,202.3,211.78,214.09,245.79,260.46,329.42,431.38,780.34,272.75,169.61,183.7,204.61,207.51,219.32,247.08,255.41,289.69,341.29,607.42,296.27,200.69,223.74,241.32,247.6,256.4,272.98,275.46,305.68,353.94,583.22,-9.9,-2,1.5,1.1,-2,2.4,0.5,-1.9,-12.1,-20.9,-22.2,8.6,18.3,21.8,17.9,19.3,16.9,10.5,7.9,5.5,3.7,-4
Zamboanga Sibugay,228.96,97.38,110.01,113.89,133.27,132.73,146.81,170.69,196.53,298.89,888.2,240.96,94.64,117.7,116.05,137.82,142.7,154.61,184.47,204.92,303.03,951.17,261.55,123.46,138.92,143.16,150.25,158.56,176.91,205.06,249.24,348.63,919.65,5.2,-2.8,7,1.9,3.4,7.5,5.3,8.1,4.3,1.4,7.1,8.6,30.5,18,23.4,9,11.1,14.4,11.2,21.6,15.1,-3.3
Isabela City,203.76,108.12,123.45,124.52,137.62,130.2,153.82,157.5,201.72,330.02,569.06,232.01,124.01,146.45,158.81,174.57,188.05,208.43,221.75,224.84,316.92,551.81,314.3,201.78,211.73,230.45,238.6,249.22,249.71,278.24,343.83,408.58,725.78,13.9,14.7,18.6,27.5,26.9,44.4,35.5,40.8,11.5,-4,-3,35.5,62.7,44.6,45.1,36.7,32.5,19.8,25.5,52.9,28.9,31.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION X - NORTHERN MINDANAO,250.36,110.89,129.85,142.3,154.11,172.98,193.16,224.63,267.58,369.38,738.75,257.46,109.29,136.21,151.42,168.19,180.86,198.24,232.16,266.44,378.96,752.39,296.5,133.92,162.36,181.09,198.43,221.12,242.31,278.41,318.35,408.01,820.42,2.8,-1.4,4.9,6.4,9.1,4.6,2.6,3.4,-0.4,2.6,1.9,15.2,22.5,19.2,19.6,18,22.3,22.2,19.9,19.5,7.7,9
Bukidnon,224.22,103.69,122.51,132.81,144.91,151.73,178.11,186.61,243.7,294.31,682.94,246.89,99.02,127.84,141.98,147,181.36,197.24,212.03,251.87,349.04,760.06,254.87,129.69,144.06,166.4,178.42,203.38,228.2,248.08,275.15,327.31,647.21,10.1,-4.5,4.4,6.9,1.5,19.5,10.7,13.6,3.4,18.6,11.3,3.2,31,12.7,17.2,21.4,12.1,15.7,17,9.2,-6.2,-14.9
Camiguin,244.83,111.87,150.31,151.93,164.4,173.26,213.4,239.17,270.8,340.96,631.46,290.84,118.03,152.51,183.24,174.06,189.46,214.35,245.39,277.67,409.57,937.89,324.4,166.3,195.61,187.35,221.01,228.77,235.6,287.33,320.47,503.1,892.82,18.8,5.5,1.5,20.6,5.9,9.4,0.5,2.6,2.5,20.1,48.5,11.5,40.9,28.3,2.2,27,20.8,9.9,17.1,15.4,22.8,-4.8
Lanao Del Norte (Excluding City of Iligan),207.33,116.36,131.8,145.6,148.61,162.08,171.39,173.36,199.78,270.93,553.36,185.63,97.92,116.65,127.77,139.64,141.17,157.03,166.88,198.85,232.8,476.52,253.75,122.26,138.83,149.72,158.35,179.49,175.93,195.39,241.91,314.21,859.88,-10.5,-15.9,-11.5,-12.3,-6,-12.9,-8.4,-3.7,-0.5,-14.1,-13.9,36.7,24.9,19,17.2,13.4,27.1,12,17.1,21.7,35,80.5
City of Iligan,286.19,116.11,146.63,168.48,181.89,219.31,236.64,275.5,331.75,448.6,736.7,293.81,131.27,167.93,175.62,198.79,208.09,249.95,287.51,343.31,404.46,769.97,385.26,151.47,219.36,218.32,251.66,261.97,324.06,358.48,419.84,530.05,1115.22,2.7,13.1,14.5,4.2,9.3,-5.1,5.6,4.4,3.5,-9.8,4.5,31.1,15.4,30.6,24.3,26.6,25.9,29.7,24.7,22.3,31.1,44.8
Misamis Occidental,213.92,108.96,123.17,136.93,141.06,148.36,168.35,179.42,218.77,319.88,594.61,247.68,123.91,145.71,156.41,180.96,165.4,171.57,195.39,230.68,331.25,774.85,282.33,124.96,161.87,160.18,179.88,199,201.74,221.84,274.07,426.78,871.79,15.8,13.7,18.3,14.2,28.3,11.5,1.9,8.9,5.4,3.6,30.3,14,0.9,11.1,2.4,-0.6,20.3,17.6,13.5,18.8,28.8,12.5
Misamis Oriental (Excluding City of Cagayan de Oro),235.79,106.97,125.19,136.83,154.35,172.67,192.97,225.61,245.21,317.28,681.81,231.72,112.52,138.34,146.67,160.1,177.24,187.55,215.81,237.46,313.65,627.06,285,153.14,178.98,200.16,204.55,233.15,230.19,269.43,288.29,393.48,696.79,-1.7,5.2,10.5,7.2,3.7,2.7,-2.8,-4.3,-3.2,-1.1,-8,23,36.1,29.4,36.5,27.8,31.6,22.7,24.9,21.4,25.5,11.1
City of Cagayan de Oro,362.43,134.55,168.66,197.21,216.82,260.02,287.26,357.73,406.68,553.08,1040.86,353.5,158.18,179.52,195.08,217.52,259.74,286.13,352.32,411,494.51,979.69,386.93,189.7,219.52,251.92,276.51,302.03,371.89,370.96,408.55,502.21,972.35,-2.5,17.6,6.4,-1.1,0.3,-0.1,-0.4,-1.5,1.1,-10.6,-5.9,9.5,19.9,22.3,29.1,27.1,16.3,30,5.3,-0.6,1.6,-0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XI - DAVAO REGION,269.91,111.62,138.59,155.68,173.52,196.34,214.49,250.77,295.19,395.55,758.46,281.88,115.58,147.53,165.37,178.11,203.07,225.33,255.87,303,389.91,834.61,318.95,135.53,170.06,184.17,205.78,234.85,257.06,291.2,345.13,453.27,911.95,4.4,3.6,6.5,6.2,2.7,3.4,5.1,2,2.7,-1.4,10,13.2,17.3,15.3,11.4,15.5,15.7,14.1,13.8,13.9,16.3,9.3
Davao Del Norte,262.4,125.57,161.36,170.44,197.82,194.69,218.43,243.17,286.46,335.11,689.8,255.12,130.45,161.1,175.32,187.23,210.28,213.62,244.11,276.34,323.46,628.51,264.91,147.78,178.36,193.8,218.47,224.19,232.65,260.58,283.87,325.07,582.95,-2.8,3.9,-0.2,2.9,-5.4,8,-2.2,0.4,-3.5,-3.5,-8.9,3.8,13.3,10.7,10.5,16.7,6.6,8.9,6.8,2.7,0.5,-7.3
Davao Del Sur (Excluding City of Davao),252.94,111.75,135.86,155.04,159.66,183.77,185.35,211.84,244.52,328.96,812.61,260.34,115.15,143.42,155.9,177.08,191.48,205.36,235.04,244.42,315.22,819.55,292.43,140.41,170.84,186.15,191.11,220.31,235.46,268.36,289.29,393.69,827.51,2.9,3,5.6,0.6,10.9,4.2,10.8,11,0,-4.2,0.9,12.3,21.9,19.1,19.4,7.9,15.1,14.7,14.2,18.4,24.9,1
City of Davao,341.91,139.07,182.14,220.7,230.05,262.12,298.51,338.01,413.43,475.12,860.16,368.45,154.41,188.17,216.7,233.91,266.41,296,342.96,408.75,460.59,1114.68,412.91,136.1,187.5,224.85,280.5,301.68,339.37,387.29,488.58,552.98,1227.27,7.8,11,3.3,-1.8,1.7,1.6,-0.8,1.5,-1.1,-3.1,29.6,12.1,-11.9,-0.4,3.8,19.9,13.2,14.7,12.9,19.5,20.1,10.1
Davao Oriental,195.32,110.06,121.37,135.63,136.27,135.69,143.76,154.08,178.97,240.53,597.26,210.21,120.02,143.99,148.71,151.1,148.68,166.88,184.33,199.54,257.73,580.46,217.75,143.23,148.75,164.94,161.98,177.32,171.41,188.89,217.38,271,531.31,7.6,9.1,18.6,9.6,10.9,9.6,16.1,19.6,11.5,7.2,-2.8,3.6,19.3,3.3,10.9,7.2,19.3,2.7,2.5,8.9,5.2,-8.5
Davao De Oro,218.34,103.99,134.07,140.69,141.58,161.32,196.58,196.56,231.22,262.16,614.74,205.53,103.77,118.7,136.95,147.4,165.93,180.24,186.6,202.51,275.2,534.82,277.72,148.71,171.72,189.89,212.72,217.12,235.21,241.42,280.34,357.12,721.42,-5.9,-0.2,-11.5,-2.7,4.1,2.9,-8.3,-5.1,-12.4,5,-13,35.1,43.3,44.7,38.7,44.3,30.9,30.5,29.4,38.4,29.8,34.9
Davao Occidental,164.87,91.22,106.91,104.14,117.2,126.24,131.46,148.03,152.22,202.78,443.25,174.32,84.93,102.33,113.58,125.53,132.48,141.73,150.36,159,214.45,516.92,205.8,115.95,135.73,140.47,147.38,165.35,177.05,181.39,183.32,246.55,563.7,5.7,-6.9,-4.3,9.1,7.1,4.9,7.8,1.6,4.5,5.8,16.6,18.1,36.5,32.7,23.7,17.4,24.8,24.9,20.6,15.3,15,9.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XII - SOCCSKSARGEN1/,242.74,80.08,111.09,132.04,145.6,168.57,193.66,213.14,251.18,324.15,807.48,234.97,92.85,113.25,132.62,148.36,163.31,181.38,207.4,256.21,324.86,728.75,282.44,112.68,139.67,160.87,175.74,196.07,215.6,252.17,289.8,355.9,906.61,-3.2,16,1.9,0.4,1.9,-3.1,-6.3,-2.7,2,0.2,-9.8,20.2,21.4,23.3,21.3,18.5,20.1,18.9,21.6,13.1,9.6,24.4
Cotabato (North Cotabato),261.07,85.61,107.99,131.76,140.44,162.41,194.88,218.27,242.96,317.52,1008.24,231.21,110.14,123.13,137.48,157.56,164.54,179.64,207.82,253,315.29,660.83,308.53,119.52,154.46,175.69,195.32,215.19,239.3,277.73,315.12,409.87,978.86,-11.4,28.7,14,4.3,12.2,1.3,-7.8,-4.8,4.1,-0.7,-34.5,33.4,8.5,25.4,27.8,24,30.8,33.2,33.6,24.6,30,48.1
South Cotabato (Excluding City of General Santos),266.51,93.09,122.33,148.88,164.57,178.79,204.59,224.25,271.07,362.78,895.13,248.74,83.55,115.64,135.52,153.91,172.29,207.43,232.8,242.56,359.18,782.31,251.85,114.48,141.88,160.55,177.71,195.65,209.91,230.17,277.3,320.86,686.88,-6.7,-10.3,-5.5,-9,-6.5,-3.6,1.4,3.8,-10.5,-1,-12.6,1.3,37,22.7,18.5,15.5,13.6,1.2,-1.1,14.3,-10.7,-12.2
City of General Santos (Dadiangas),285.49,121.68,158.88,183.27,215.62,223.07,233.26,261.12,324.14,416.87,717.58,311.34,114.42,146.7,159.55,189.81,210.84,236.62,272.76,319.72,411.63,1047.77,331.82,154.66,184.44,209.45,216.74,249.06,280.7,310.63,348.23,488.07,872.44,9.1,-6,-7.7,-12.9,-12,-5.5,1.4,4.5,-1.4,-1.3,46,6.6,35.2,25.7,31.3,14.2,18.1,18.6,13.9,8.9,18.6,-16.7
Sultan Kudarat,205.16,79.58,106.52,119.38,131.97,143,179.21,187.95,216.59,286.93,600.97,205.95,89.75,103.41,118.18,141.22,146.36,153.79,173.74,218.57,322.48,591.04,293.83,102.15,122.92,131.75,151.12,158.62,175.73,198.47,250.4,313.29,1330.8,0.4,12.8,-2.9,-1,7,2.4,-14.2,-7.6,0.9,12.4,-1.7,42.7,13.8,18.9,11.5,7,8.4,14.3,14.2,14.6,-2.9,125.2
Sarangani,156.05,58.67,78.17,93.88,111.02,120.92,138.84,153.09,181.15,211.78,413.63,171.13,72.02,91.43,102.5,121.96,126.32,136.2,158.22,171.89,218.56,511.59,203.58,97.64,125.6,134.17,145.07,161.52,167.01,182.65,225.85,290.85,504.22,9.7,22.8,17,9.2,9.9,4.5,-1.9,3.4,-5.1,3.2,23.7,19,35.6,37.4,30.9,19,27.9,22.6,15.4,31.4,33.1,-1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARAGA,242.75,97.99,120.49,135.86,150.55,161.64,176.08,205.11,241.26,333.67,805.15,249.77,102.13,123.72,133.97,147.24,162.73,183.45,206.66,243.55,359.39,834.21,276.57,130.19,157.44,170.61,189.64,202.88,221.13,236.54,284.11,370.29,802.02,2.9,4.2,2.7,-1.4,-2.2,0.7,4.2,0.8,1,7.7,3.6,10.7,27.5,27.3,27.4,28.8,24.7,20.5,14.5,16.7,3,-3.9
Agusan Del Norte (Excluding City of Butuan),206.84,92.23,115.67,127.57,135.78,138.71,170.04,184.06,222.9,267.98,614.63,246.44,101.41,127.91,141.68,145.79,162.87,176.73,211.53,235.38,341.72,818.08,247.8,118.15,144.94,152.14,180.16,193.91,205.95,236.77,265.02,344.06,634.57,19.1,10,10.6,11.1,7.4,17.4,3.9,14.9,5.6,27.5,33.1,0.6,16.5,13.3,7.4,23.6,19.1,16.5,11.9,12.6,0.7,-22.4
City of Butuan,294.43,105.07,122.96,152.26,171.43,191.01,224.79,252.2,320.72,441.13,963.44,309.09,107.47,129.13,151.44,166.45,207.95,233.19,268.38,316.55,492.82,1016.52,378.89,131.93,171.99,206.99,219.36,246.16,262.06,336.44,446.25,585.38,1179.79,5,2.3,5,-0.5,-2.9,8.9,3.7,6.4,-1.3,11.7,5.5,22.6,22.8,33.2,36.7,31.8,18.4,12.4,25.4,41,18.8,16.1
Agusan Del Sur,229.72,92.12,114.43,126.2,133.19,152.9,161.96,173.43,202.71,285.23,856.11,214.59,95.62,115.76,117.64,133.61,139.61,161.56,183.19,205.44,277.75,714.42,224.15,117.9,140.17,150.77,155.48,170.44,179.59,201,205.11,280.25,638.58,-6.6,3.8,1.2,-6.8,0.3,-8.7,-0.3,5.6,1.4,-2.6,-16.6,4.5,23.3,21.1,28.2,16.4,22.1,11.2,9.7,-0.2,0.9,-10.6
Surigao Del Norte,249.37,105.25,136.48,139.72,155.68,183.08,179.32,212.77,249.85,341.37,791.47,261.95,106.9,123.71,136.26,159.97,176.45,179.42,209.97,245.52,362.22,914.74,333.69,162.08,190.28,225.37,217.03,256.49,251.32,304.27,320.33,473.01,935.62,5.1,1.6,-9.4,-2.5,2.8,-3.6,0.1,-1.3,-1.7,6.1,15.6,27.4,51.6,53.8,65.4,35.7,45.4,40.1,44.9,30.5,30.6,2.3
Surigao Del Sur,251.62,104.59,123.91,153.22,149.89,164.68,198.93,215.65,262.23,347.35,793.98,249.8,109.49,126.29,137.76,157.68,167.87,176.34,204.77,247.31,369.45,798.29,247.8,156.98,166.02,179.22,190.6,202.77,202.77,229.21,230.68,305.38,613.13,-0.7,4.7,1.9,-10.1,5.2,1.9,-11.4,-5.1,-5.7,6.4,0.5,-0.8,43.4,31.5,30.1,20.9,20.8,15,11.9,-6.7,-17.3,-23.2
Dinagat Islands,204.1,91.46,121.17,129,144.52,148.81,168.41,169.05,200.19,259.65,608.53,238.07,106.11,129.73,130.17,154.41,162.95,176.26,214.74,259.27,325.51,717.81,258.84,124.18,146.29,162.74,171.6,186.68,231.77,243.52,267.21,344.91,704.46,16.6,16,7.1,0.9,6.8,9.5,4.7,27,29.5,25.4,18,8.7,17,12.8,25,11.1,14.6,31.5,13.4,3.1,6,-1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,166.93,104.35,122.54,125.94,133.17,139.84,146.78,152.27,168.33,203.57,372.32,188.53,110.71,133.56,148.7,166.99,175.8,183.4,195.89,196.43,219.11,354.42,206.88,141.47,156.26,176.85,182.87,191.78,198.31,202.73,218.31,238.24,367.83,12.9,6.1,9,18.1,25.4,25.7,25,28.7,16.7,7.6,-4.8,9.7,27.8,17,18.9,9.5,9.1,8.1,3.5,11.1,8.7,3.8
Basilan,137.23,90.26,102.66,103.01,111.66,111.14,117.15,129.62,132.03,165.79,309.54,159.71,98.81,113.24,119.3,123.16,135.78,143.14,141.95,153.3,182.32,385.05,197.82,165.42,166.24,173.83,189.79,176.51,188.94,182.36,189.81,209.84,335.08,16.4,9.5,10.3,15.8,10.3,22.2,22.2,9.5,16.1,10,24.4,23.9,67.4,46.8,45.7,54.1,30,32,28.5,23.8,15.1,-13
Lanao Del Sur,171.26,100.92,121.55,129.97,132.1,143.91,153.84,155.07,170.84,200.54,403.59,244.71,216.48,237.38,228.24,229.45,236.5,239.73,229.82,237.8,245.66,345.65,257.47,224.47,232.86,229.05,233.46,237.23,229.93,225.75,240.33,256.74,464.62,42.9,114.5,95.3,75.6,73.7,64.3,55.8,48.2,39.2,22.5,-14.4,5.2,3.7,-1.9,0.4,1.7,0.3,-4.1,-1.8,1.1,4.5,34.4
Maguindanao ,168,98.83,118.65,122.08,134.82,147.18,156.89,156.8,174.85,211.35,358.85,160.81,103.38,116.06,126.25,129.75,146.22,150.15,164.84,166.13,179.8,324.37,156.02,127.46,138.49,136.93,139.86,149.51,148.33,150.72,154.72,166.57,247.29,-4.3,4.6,-2.2,3.4,-3.8,-0.7,-4.3,5.1,-5,-14.9,-9.6,-3,23.3,19.3,8.5,7.8,2.3,-1.2,-8.6,-6.9,-7.4,-23.8
Maguindanao del Norte,,,,,,,,,,,,,,,,,,,,,,,161.89,132.78,139.52,137.96,139.33,150.14,153.43,152.88,156.72,174.92,281.04,,,,,,,,,,,,,,,,,,,,,,
Maguindanao del Sur,,,,,,,,,,,,,,,,,,,,,,,150.8,122.77,137.57,136.01,140.33,148.95,143.8,148.82,152.93,159.13,217.42,,,,,,,,,,,,,,,,,,,,,,
Sulu,138.85,120.03,127.35,131.11,128.88,132.11,127.31,128.57,129.54,135.13,228.07,159.3,112.57,145.75,146.17,155.08,153.69,156.61,155.5,160.5,172.44,234.24,228.09,176.8,194.81,196.54,200.25,206.99,201.81,234.48,235.5,276.24,356.75,14.7,-6.2,14.5,11.5,20.3,16.3,23,21,23.9,27.6,2.7,43.2,57.1,33.7,34.5,29.1,34.7,28.9,50.8,46.7,60.2,52.3
Tawi-Tawi,184.12,135.53,145.36,146.73,155.6,155.63,174.49,168.37,189.65,223.07,346.84,189.67,117.04,132.14,139.89,151.76,160.69,170.23,185.58,203.64,249.93,384.63,190,129.74,139.55,155.36,160.98,168,178.64,188.2,210.07,243.74,324.44,3,-13.6,-9.1,-4.7,-2.5,3.3,-2.4,10.2,7.4,12,10.9,0.2,10.8,5.6,11.1,6.1,4.6,4.9,1.4,3.2,-2.5,-15.6
Cotabato City,231.5,127.37,142.69,152.2,173.24,170.74,186.36,211.83,259.44,328.12,564.37,229.26,130.01,142.86,154.45,179.8,195.98,190.62,207.03,235.85,270.9,584.14,232.51,163.14,181.23,181.69,186.09,190.08,207.14,211.41,249.06,274.52,478.52,-1,2.1,0.1,1.5,3.8,14.8,2.3,-2.3,-9.1,-17.4,3.5,1.4,25.5,26.9,17.6,3.5,-3,8.7,2.1,5.6,1.3,-18.1
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p - Estimates are preliminary and may change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
